,budget,critic_rating,distribution,genre,id,method,rating,release,runtime,source,weekend1_date,weekend1_gross,weekend1_pertheater,weekend1_rank,weekend1_theaters,weekend2_date,weekend2_gross,weekend2_pertheater,weekend2_rank,weekend2_theaters,weekend3_date,weekend3_gross,weekend3_pertheater,weekend3_rank,weekend3_theaters,weekend4_date,weekend4_gross,weekend4_pertheater,weekend4_rank,weekend4_theaters,weekend5_date,weekend5_gross,weekend5_pertheater,weekend5_rank,weekend5_theaters,widest_release,year
Aeon Flux,55000000.0,10.0,Paramount Pictures,Action,Aeon-Flux,Live Action,PG-13,True,,Based on TV,2005-12-02 00:00:00,12661112,4855,2,2608,2005-12-09 00:00:00,4561619,1749,6,2608,2005-12-16 00:00:00,1751220,851,10,2058,2005-12-23 00:00:00,339320,398,20,852,2005-12-30 00:00:00,235796,719,26,328,2608.0,2005
African Cats,,71.0,Walt Disney,Documentary,African-Cats,Live Action,G,True,89.0,Based on Real Life Events,2011-04-22 00:00:00,6003200,4921,6,1220,2011-04-29 00:00:00,2403808,1964,11,1224,2011-05-06 00:00:00,1066163,1030,13,1035,2011-05-13 00:00:00,667187,1057,16,631,2011-05-20 00:00:00,260855,690,24,378,1224.0,2011
After Earth,130000000.0,11.0,Sony Pictures,Action,After-Earth,Live Action,PG-13,True,99.0,Original Screenplay,2013-05-31 00:00:00,27520040,8092,3,3401,2013-06-07 00:00:00,10712240,3150,7,3401,2013-06-14 00:00:00,4052042,1666,9,2432,2013-06-21 00:00:00,940031,806,13,1166,2013-06-28 00:00:00,323297,977,20,331,3401.0,2013
After the Sunset,57000000.0,18.0,New Line,Action,After-the-Sunset,Live Action,PG-13,True,91.0,Original Screenplay,2004-11-12 00:00:00,11100392,3938,3,2819,2004-11-19 00:00:00,5075005,1800,6,2819,2004-11-26 00:00:00,3101979,1343,10,2309,2004-12-03 00:00:00,1674936,887,12,1889,2004-12-10 00:00:00,432326,424,16,1019,2819.0,2004
Against the Ropes,39000000.0,12.0,Paramount Pictures,Drama,Against-the-Ropes,Live Action,PG-13,True,,Based on Real Life Events,2004-02-20 00:00:00,3038546,1898,8,1601,2004-02-27 00:00:00,1333157,833,15,1601,2004-03-05 00:00:00,182476,225,33,812,2004-03-12 00:00:00,23857,86,63,277,2004-03-19 00:00:00,9343,86,76,109,1601.0,2004
Agent Cody Banks,25000000.0,39.0,MGM,Comedy,Agent-Cody-Banks,Live Action,PG,True,102.0,Original Screenplay,2003-03-14 00:00:00,14064317,4175,2,3369,2003-03-21 00:00:00,9227614,2739,3,3369,2003-03-28 00:00:00,6419524,2304,7,2786,2003-04-04 00:00:00,3626002,1556,9,2331,2003-04-11 00:00:00,1688886,841,11,2007,3369.0,2003
Agent Cody Banks 2: Destination London,26000000.0,13.0,MGM,Comedy,Agent-Cody-Banks-2-Destination-London,Live Action,PG,True,,Original Screenplay,2004-03-12 00:00:00,8014005,2696,5,2973,2004-03-19 00:00:00,6030302,2028,8,2973,2004-03-26 00:00:00,2769212,1149,12,2410,2004-04-02 00:00:00,469461,427,18,1099,2004-04-09 00:00:00,197094,374,27,527,2973.0,2004
Akeelah and the Bee,8000000.0,84.0,Lionsgate,Drama,Akeelah-and-the-Bee,Live Action,PG,True,,Original Screenplay,2006-04-28 00:00:00,6011585,2739,8,2195,2006-05-05 00:00:00,3369630,1535,9,2195,2006-05-12 00:00:00,2403420,2044,9,1176,2006-05-19 00:00:00,1006653,1340,10,751,2006-05-26 00:00:00,653433,1342,13,487,2195.0,2006
Albert Nobbs,7500000.0,56.0,Roadside Attractions,Drama,Albert-Nobbs,Live Action,R,False,113.0,Based on Fiction Book/Short Story,2012-01-27 00:00:00,696088,2841,23,245,2012-02-03 00:00:00,490762,2003,26,245,2012-02-10 00:00:00,274723,1819,31,151,2012-02-17 00:00:00,193041,1622,38,119,2012-02-24 00:00:00,129051,1291,41,100,245.0,2012
Alex & Emma,30000000.0,11.0,Warner Bros.,Drama,Alex-and-Emma,Live Action,PG-13,True,,Original Screenplay,2003-06-20 00:00:00,6111074,2645,7,2310,2003-06-27 00:00:00,2622483,1135,10,2310,2003-07-04 00:00:00,663486,660,16,1005,2003-07-11 00:00:00,173485,680,27,255,2003-07-18 00:00:00,49184,639,45,77,2310.0,2003
Alex Cross,35000000.0,12.0,Lionsgate,Thriller/Suspense,Alex-Cross,Live Action,PG-13,True,102.0,Based on Fiction Book/Short Story,2012-10-19 00:00:00,11396768,4489,5,2539,2012-10-26 00:00:00,5133486,2020,8,2541,2012-11-02 00:00:00,1958360,1188,14,1648,2012-11-09 00:00:00,911973,837,16,1090,2012-11-16 00:00:00,280182,524,20,535,2541.0,2012
Alexander,155000000.0,16.0,Warner Bros.,Adventure,Alexander,Live Action,R,True,175.0,Based on Real Life Events,2004-11-26 00:00:00,13687087,5598,6,2445,2004-12-03 00:00:00,4756445,1945,7,2445,2004-12-10 00:00:00,1479348,696,10,2125,2004-12-17 00:00:00,374890,603,19,622,2004-12-24 00:00:00,41134,177,37,232,2445.0,2004
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000.0,62.0,Walt Disney,Comedy,Alexander-and-the-Terrible-Horrible-No-Good-Very-Bad-Day,Live Action,PG,True,81.0,Based on Fiction Book/Short Story,2014-10-10 00:00:00,18360230,5946,3,3088,2014-10-17 00:00:00,11456954,3710,4,3088,2014-10-24 00:00:00,7197217,2309,7,3117,2014-10-31 00:00:00,6585707,2274,8,2896,2014-11-07 00:00:00,3539920,1487,9,2381,3117.0,2014
Alfie,40000000.0,49.0,Paramount Pictures,Comedy,Alfie-(2004),Live Action,R,True,,Remake,2004-11-05 00:00:00,6218335,2807,5,2215,2004-11-12 00:00:00,2738931,1237,10,2215,2004-11-19 00:00:00,727388,566,14,1286,2004-11-26 00:00:00,192053,369,27,520,2004-12-03 00:00:00,53289,375,40,142,2215.0,2004
Alice in Wonderland,200000000.0,51.0,Walt Disney,Adventure,Alice-in-Wonderland-(2010),Animation/Live Action,PG,True,108.0,Based on Fiction Book/Short Story,2010-03-05 00:00:00,116101023,31143,1,3728,2010-03-12 00:00:00,62714076,16822,1,3728,2010-03-19 00:00:00,34189969,9144,1,3739,2010-03-26 00:00:00,17707858,5233,2,3384,2010-04-02 00:00:00,8208060,2754,5,2980,3739.0,2010
Aliens in the Attic,45000000.0,31.0,20th Century Fox,Adventure,Aliens-in-the-Attic,Live Action,PG,True,,Original Screenplay,2009-07-31 00:00:00,8008423,2578,5,3106,2009-08-07 00:00:00,4021478,1294,8,3108,2009-08-14 00:00:00,1449859,945,17,1535,2009-08-21 00:00:00,752739,907,22,830,2009-08-28 00:00:00,520563,907,22,574,3108.0,2009
Aliens of the Deep,,84.0,Walt Disney,Documentary,Aliens-of-the-Deep,Live Action,G,False,47.0,Based on Real Life Events,2005-01-28 00:00:00,479368,17754,22,27,2005-02-04 00:00:00,365443,13535,21,27,2005-02-11 00:00:00,397852,14735,19,27,2005-02-18 00:00:00,406360,15050,22,27,2005-02-25 00:00:00,324453,12017,26,27,27.0,2005
Aliens vs. Predator - Requiem,,12.0,20th Century Fox,Action,Aliens-vs-Predator-Requiem,Live Action,R,True,,Based on Movie,2007-12-28 00:00:00,10059425,3853,6,2611,2008-01-04 00:00:00,4484155,1713,11,2617,2008-01-11 00:00:00,1803056,1308,19,1378,2008-01-18 00:00:00,336291,820,28,410,2008-01-25 00:00:00,92147,610,41,151,2617.0,2007
All About Steve,15000000.0,7.0,20th Century Fox,Romantic Comedy,All-About-Steve,Live Action,PG-13,True,,Original Screenplay,2009-09-04 00:00:00,11241214,4994,3,2251,2009-09-11 00:00:00,5638243,2489,4,2265,2009-09-18 00:00:00,3373212,1562,8,2159,2009-09-25 00:00:00,2285666,1163,11,1965,2009-10-02 00:00:00,1145890,803,16,1427,2265.0,2009
All is Lost,8500000.0,93.0,Roadside Attractions,Thriller/Suspense,All-is-Lost,Live Action,PG-13,False,107.0,Original Screenplay,2013-10-18 00:00:00,93583,15597,38,6,2013-10-25 00:00:00,503178,6212,18,81,2013-11-01 00:00:00,569838,4383,15,130,2013-11-08 00:00:00,1203130,3000,12,401,2013-11-15 00:00:00,916145,1897,13,483,483.0,2013
All the King's Men,55000000.0,11.0,Sony Pictures,Drama,All-the-Kings-Men,Live Action,PG-13,True,,Based on Fiction Book/Short Story,2006-09-22 00:00:00,3672366,2426,7,1514,2006-09-29 00:00:00,1543633,1016,11,1520,2006-10-06 00:00:00,285993,421,27,680,2006-10-13 00:00:00,45129,426,51,106,,,,,,1520.0,2006
Alone in the Dark,20000000.0,1.0,Lionsgate,Horror,Alone-in-the-Dark,Live Action,R,True,,Based on Game,2005-01-28 00:00:00,2834421,1334,12,2124,2005-02-04 00:00:00,873102,411,16,2124,2005-02-11 00:00:00,107753,516,40,209,,,,,,,,,,,2124.0,2005
Along Came Polly,42000000.0,26.0,Universal,Romantic Comedy,Along-Came-Polly,Live Action,PG-13,True,90.0,Original Screenplay,2004-01-16 00:00:00,27721185,9290,1,2984,2004-01-23 00:00:00,16352625,5460,2,2995,2004-01-30 00:00:00,9310060,3050,3,3052,2004-02-06 00:00:00,6846305,2315,4,2958,2004-02-13 00:00:00,4831820,1900,6,2543,3052.0,2004
Alpha Dog,,55.0,Universal,Drama,Alpha-Dog,Live Action,R,True,,Based on Real Life Events,2007-01-12 00:00:00,6412775,4975,6,1289,2007-01-19 00:00:00,2990995,2315,11,1292,2007-01-26 00:00:00,1165725,1160,22,1005,2007-02-02 00:00:00,350105,785,32,446,2007-02-09 00:00:00,140140,715,44,196,1292.0,2007
Alpha and Omega 3D,20000000.0,16.0,Lionsgate,Adventure,Alpha-and-Omega,Digital Animation,PG,True,88.0,Original Screenplay,2010-09-17 00:00:00,9106906,3469,5,2625,2010-09-24 00:00:00,4735271,1804,8,2625,2010-10-01 00:00:00,2924868,1270,10,2303,2010-10-08 00:00:00,1500390,928,14,1616,2010-10-15 00:00:00,823085,849,17,969,2625.0,2010
Alvin and the Chipmunks,55000000.0,27.0,20th Century Fox,Comedy,Alvin-and-the-Chipmunks,Animation/Live Action,PG,True,91.0,Based on TV,2007-12-14 00:00:00,44307417,12750,2,3475,2007-12-21 00:00:00,28179556,8054,3,3499,2007-12-28 00:00:00,29029898,8332,2,3484,2008-01-04 00:00:00,15546125,4491,4,3462,2008-01-11 00:00:00,9302895,2749,5,3384,3499.0,2007
Alvin and the Chipmunks: Chipwrecked,80000000.0,12.0,20th Century Fox,Comedy,Alvin-and-the-Chipmunks-Chip-Wrecked,Animation/Live Action,G,True,87.0,Based on TV,2011-12-16 00:00:00,23244744,6244,2,3723,2011-12-23 00:00:00,12585192,3370,4,3734,2011-12-30 00:00:00,16369799,4396,3,3724,2012-01-06 00:00:00,9496913,2773,5,3425,2012-01-13 00:00:00,5893831,2069,9,2849,3734.0,2011
Alvin and the Chipmunks: The Squeakquel,70000000.0,21.0,20th Century Fox,Comedy,Alvin-and-the-Chipmunks-2,Animation/Live Action,PG,True,89.0,Based on TV,2009-12-25 00:00:00,48875415,13210,3,3700,2010-01-01 00:00:00,35189653,9391,3,3747,2010-01-08 00:00:00,16566489,4550,3,3641,2010-01-15 00:00:00,11619949,3525,4,3296,2010-01-22 00:00:00,6403504,2154,7,2973,3747.0,2009
Amazing Grace,,70.0,Samuel Goldwyn Films,Drama,Amazing-Grace,Live Action,PG,False,,Based on Real Life Events,2007-02-23 00:00:00,4054542,5126,10,791,2007-03-02 00:00:00,2826987,3574,11,791,2007-03-09 00:00:00,2478036,2478,10,1000,2007-03-16 00:00:00,2111589,1817,12,1162,2007-03-23 00:00:00,1476109,1584,14,932,1162.0,2007
Amelia,40000000.0,20.0,Fox Searchlight,Drama,Amelia,Live Action,PG,True,,Based on Fiction Book/Short Story,2009-10-23 00:00:00,3904047,4761,11,820,2009-10-30 00:00:00,3034667,2836,10,1070,2009-11-06 00:00:00,1806626,1754,13,1030,2009-11-13 00:00:00,923785,1113,15,830,2009-11-20 00:00:00,248012,646,21,384,1070.0,2009
America: Imagine a World Without Her,,8.0,Lionsgate,Documentary,America-Imagine-a-World-Without-Her,Live Action,PG-13,False,103.0,Based on Real Life Events,2014-06-27 00:00:00,38608,12869,43,3,2014-07-04 00:00:00,2743753,2483,11,1105,2014-07-11 00:00:00,2393811,2166,12,1105,2014-07-18 00:00:00,1677356,1629,12,1030,2014-07-25 00:00:00,903937,1189,20,760,1105.0,2014
American Dreamz,17000000.0,41.0,Universal,Black Comedy,American-Dreamz,Live Action,PG-13,True,,Original Screenplay,2006-04-21 00:00:00,3667420,2445,9,1500,2006-04-28 00:00:00,1597475,1065,15,1500,2006-05-05 00:00:00,316185,775,20,408,2006-05-12 00:00:00,92275,710,37,130,,,,,,1500.0,2006
American Gangster,100000000.0,80.0,Universal,Drama,American-Gangster,Live Action,R,True,157.0,Based on Factual Book/Article,2007-11-02 00:00:00,43565135,14265,1,3054,2007-11-09 00:00:00,24028445,7855,2,3059,2007-11-16 00:00:00,12875250,4140,3,3110,2007-11-23 00:00:00,9013925,3203,8,2814,2007-11-30 00:00:00,4263175,1580,11,2699,3110.0,2007
American Hustle,40000000.0,93.0,Sony Pictures,Black Comedy,American-Hustle,Live Action,R,False,138.0,Based on Real Life Events,2013-12-13 00:00:00,740455,123409,15,6,2013-12-20 00:00:00,19106933,7621,4,2507,2013-12-27 00:00:00,18718811,7467,4,2507,2014-01-03 00:00:00,12404207,4926,5,2518,2014-01-10 00:00:00,8302205,3158,5,2629,2629.0,2013
American Reunion,50000000.0,43.0,Universal,Comedy,American-Reunion,Live Action,R,True,112.0,Original Screenplay,2012-04-06 00:00:00,21514080,6740,2,3192,2012-04-13 00:00:00,10473810,3270,5,3203,2012-04-20 00:00:00,5474565,1805,7,3033,2012-04-27 00:00:00,2907900,1350,12,2154,2012-05-04 00:00:00,817470,955,14,856,3203.0,2012
American Wedding,55000000.0,54.0,Universal,Comedy,American-Wedding,Live Action,R,True,96.0,Original Screenplay,2003-08-01 00:00:00,33369440,10520,1,3172,2003-08-08 00:00:00,15462250,4840,3,3195,2003-08-15 00:00:00,8402760,2815,7,2985,2003-08-22 00:00:00,5464405,2215,9,2467,2003-08-29 00:00:00,3737605,2065,10,1810,3195.0,2003
Amour,9700000.0,93.0,Sony Pictures Classics,Drama,Amour,Live Action,PG-13,False,127.0,Original Screenplay,2012-12-21 00:00:00,68266,22755,34,3,2012-12-28 00:00:00,60016,20005,36,3,2013-01-04 00:00:00,59832,19944,39,3,2013-01-11 00:00:00,257072,17138,27,15,2013-01-18 00:00:00,413261,11479,25,36,36.0,2012
An American Haunting,14000000.0,12.0,Freestyle Releasing,Horror,American-Haunting-An,Live Action,PG-13,False,,Based on Fiction Book/Short Story,2006-05-05 00:00:00,5783508,3443,3,1680,2006-05-12 00:00:00,3564379,2093,5,1703,2006-05-19 00:00:00,1478785,1169,8,1265,2006-05-26 00:00:00,734536,982,12,748,2006-06-02 00:00:00,465696,882,13,528,1703.0,2006
An Education,7500000.0,94.0,Sony Pictures Classics,Drama,Education-An,Live Action,PG-13,False,,Based on Factual Book/Article,2009-10-09 00:00:00,159017,39754,41,4,2009-10-16 00:00:00,244763,12882,30,19,2009-10-23 00:00:00,367371,11851,19,31,2009-10-30 00:00:00,467376,9737,15,48,2009-11-06 00:00:00,592407,7137,19,83,83.0,2009
An Inconvenient Truth,1000000.0,93.0,Paramount Vantage,Documentary,Inconvenient-Truth-An,Live Action,PG,False,,Based on Real Life Events,2006-05-26 00:00:00,281330,70333,22,4,2006-06-02 00:00:00,1356387,17615,9,77,2006-06-09 00:00:00,1504701,12334,11,122,2006-06-16 00:00:00,1911747,4744,12,403,2006-06-23 00:00:00,2016408,3923,14,514,514.0,2006
An Unfinished Life,30000000.0,53.0,Miramax,Drama,Unfinished-Life-An,Live Action,PG-13,False,,Original Screenplay,2005-09-09 00:00:00,1008308,7254,16,139,2005-09-16 00:00:00,2052066,2725,11,753,2005-09-23 00:00:00,1680867,1893,12,888,2005-09-30 00:00:00,1115083,1385,15,805,2005-10-07 00:00:00,385984,902,24,428,888.0,2005
Anacondas: The Hunt for the Blood Orchid,25000000.0,26.0,Sony Pictures,Horror,Anacondas-The-Hunt-for-the-Blood-Orchid,Live Action,PG-13,True,,Original Screenplay,2004-08-27 00:00:00,12812287,4410,2,2905,2004-09-03 00:00:00,6421560,2211,3,2905,2004-09-10 00:00:00,2807475,1104,6,2544,2004-09-17 00:00:00,1590970,930,12,1710,2004-09-24 00:00:00,765207,726,17,1054,2905.0,2004
Anchorman 2: The Legend Continues,50000000.0,75.0,Paramount Pictures,Comedy,Anchorman-2,Live Action,PG-13,True,118.0,Original Screenplay,2013-12-20 00:00:00,26232425,7480,2,3507,2013-12-27 00:00:00,19662532,5607,3,3507,2014-01-03 00:00:00,10633959,3121,6,3407,2014-01-10 00:00:00,5838849,1939,10,3012,2014-01-17 00:00:00,2167773,1252,15,1731,3507.0,2013
Anchorman: The Legend of Ron Burgundy,25000000.0,66.0,Dreamworks SKG,Comedy,Anchorman-The-Legend-of-Ron-Burgundy,Live Action,PG-13,True,95.0,Original Screenplay,2004-07-09 00:00:00,28416365,9193,2,3091,2004-07-16 00:00:00,13849313,4462,3,3104,2004-07-23 00:00:00,6974614,2376,6,2936,2004-07-30 00:00:00,3132946,1542,9,2032,2004-08-06 00:00:00,1581228,1154,14,1370,3104.0,2004
Angels & Demons,150000000.0,37.0,Sony Pictures,Thriller/Suspense,Angels-and-Demons,Live Action,PG-13,True,138.0,Based on Fiction Book/Short Story,2009-05-15 00:00:00,46204168,13100,1,3527,2009-05-22 00:00:00,21721903,6159,4,3527,2009-05-29 00:00:00,11353340,3278,6,3464,2009-06-05 00:00:00,6550282,2239,8,2925,2009-06-12 00:00:00,4111457,1688,9,2436,3527.0,2009
Anger Management,56000000.0,43.0,Sony Pictures,Comedy,Anger-Management,Live Action,PG-13,True,106.0,Original Screenplay,2003-04-11 00:00:00,42220847,11890,1,3551,2003-04-18 00:00:00,25005588,7004,1,3570,2003-04-25 00:00:00,15006174,4105,2,3656,2003-05-02 00:00:00,8406604,2422,4,3471,2003-05-09 00:00:00,5738206,2036,5,2819,3656.0,2003
Anna Karenina,49000000.0,63.0,Focus Features,Drama,Anna-Karenina-(2012),Live Action,R,False,129.0,Based on Fiction Book/Short Story,2012-11-16 00:00:00,320690,20043,19,16,2012-11-23 00:00:00,896258,13580,12,66,2012-11-30 00:00:00,2245570,5848,12,384,2012-12-07 00:00:00,1544859,3661,12,422,2012-12-14 00:00:00,1022214,2499,15,409,422.0,2012
Annabelle,6500000.0,29.0,Warner Bros.,Horror,Annabelle,Live Action,R,True,98.0,Spin-Off,2014-10-03 00:00:00,37134255,11659,2,3185,2014-10-10 00:00:00,15855329,4932,4,3215,2014-10-17 00:00:00,7878300,2737,8,2878,2014-10-24 00:00:00,3350090,1337,11,2505,2014-10-31 00:00:00,1959047,1116,14,1755,3215.0,2014
Annapolis,,10.0,Walt Disney,Drama,Annapolis,Live Action,PG-13,True,83.0,Original Screenplay,2006-01-27 00:00:00,7681171,4786,4,1605,2006-02-03 00:00:00,3415500,2125,8,1607,2006-02-10 00:00:00,1378020,1102,14,1250,2006-02-17 00:00:00,523367,1095,25,478,2006-02-24 00:00:00,201528,908,37,222,1607.0,2006
Annie,65000000.0,27.0,Sony Pictures,Musical,Annie-(2014),Live Action,PG,True,118.0,Remake,2014-12-19 00:00:00,15861939,5090,3,3116,2014-12-26 00:00:00,16474065,5153,5,3197,2015-01-02 00:00:00,11251393,3554,6,3166,2015-01-09 00:00:00,4750304,1663,8,2856,2015-01-16 00:00:00,1991145,1256,12,1585,3197.0,2014
Anonymous,27500000.0,46.0,Sony Pictures,Thriller/Suspense,Anonymous-(2011),Live Action,PG-13,False,130.0,Original Screenplay,2011-10-28 00:00:00,1021768,3856,15,265,2011-11-04 00:00:00,1233006,2399,13,514,2011-11-11 00:00:00,582527,1209,17,482,2011-11-18 00:00:00,176612,987,30,179,2011-11-25 00:00:00,69211,961,42,72,514.0,2011
Another Year,8000000.0,92.0,Sony Pictures Classics,Drama,Another-Year,Live Action,PG-13,False,129.0,Original Screenplay,2010-12-31 00:00:00,111869,18645,31,6,2011-01-07 00:00:00,87261,12466,35,7,2011-01-14 00:00:00,111806,8600,35,13,2011-01-21 00:00:00,208366,4630,29,45,2011-01-28 00:00:00,309097,3397,29,91,91.0,2010
Apocalypto,40000000.0,65.0,Walt Disney,Adventure,Apocalypto,Live Action,R,True,138.0,Original Screenplay,2006-12-08 00:00:00,15005604,6087,1,2465,2006-12-15 00:00:00,8008126,3249,6,2465,2006-12-22 00:00:00,2868725,1338,13,2144,2006-12-29 00:00:00,3264798,1614,14,2023,2007-01-05 00:00:00,1762525,1952,18,903,2465.0,2006
Apollo 18,5000000.0,24.0,Weinstein Co.,Thriller/Suspense,Apollo-18,Live Action,PG-13,True,87.0,Original Screenplay,2011-09-02 00:00:00,8704271,2615,3,3328,2011-09-09 00:00:00,2851349,856,8,3330,2011-09-16 00:00:00,1097433,611,18,1795,2011-09-23 00:00:00,187526,553,32,339,2011-09-30 00:00:00,52239,458,47,114,3330.0,2011
Appaloosa,20000000.0,77.0,Warner Bros.,Western,Appaloosa,Live Action,R,False,,Based on Fiction Book/Short Story,2008-09-19 00:00:00,248847,17775,28,14,2008-09-26 00:00:00,146568,10469,36,14,2008-10-03 00:00:00,5050310,4833,5,1045,2008-10-10 00:00:00,3321389,2575,8,1290,2008-10-17 00:00:00,2029200,1604,14,1265,1290.0,2008
Aquamarine,12000000.0,51.0,20th Century Fox,Comedy,Aquamarine,Live Action,PG,True,,Based on Fiction Book/Short Story,2006-03-03 00:00:00,7482669,2979,5,2512,2006-03-10 00:00:00,3858072,1520,7,2538,2006-03-17 00:00:00,2114445,1131,10,1869,2006-03-24 00:00:00,1048536,995,13,1054,2006-03-31 00:00:00,380030,779,20,488,2538.0,2006
Arbitrage,12000000.0,87.0,Roadside Attractions,Thriller/Suspense,Arbitrage,Live Action,R,False,100.0,Original Screenplay,2012-09-14 00:00:00,2002165,10163,12,197,2012-09-21 00:00:00,1189700,4876,16,244,2012-09-28 00:00:00,869407,3409,14,255,2012-10-05 00:00:00,644011,2639,17,244,2012-10-12 00:00:00,343253,1769,19,194,255.0,2012
Are We Done Yet?,,8.0,Sony Pictures,Comedy,Are-We-Done-Yet,Live Action,PG,True,,Remake,2007-04-06 00:00:00,14262724,4957,3,2877,2007-04-13 00:00:00,8952686,3112,5,2877,2007-04-20 00:00:00,5181426,1760,7,2944,2007-04-27 00:00:00,3450922,1278,10,2701,2007-05-04 00:00:00,1744619,1024,10,1704,2944.0,2007
Are We There Yet?,20000000.0,11.0,Sony Pictures,Romantic Comedy,Are-We-There-Yet,Live Action,PG,True,,Original Screenplay,2005-01-21 00:00:00,18575214,6857,1,2709,2005-01-28 00:00:00,16346395,6032,2,2710,2005-02-04 00:00:00,10614455,3804,3,2790,2005-02-11 00:00:00,8236727,2931,3,2810,2005-02-18 00:00:00,6285089,2495,6,2519,2810.0,2005
Argo,44500000.0,96.0,Warner Bros.,Thriller/Suspense,Argo,Live Action,R,True,120.0,Based on Factual Book/Article,2012-10-12 00:00:00,19458109,6020,2,3232,2012-10-19 00:00:00,16445475,5065,2,3247,2012-10-26 00:00:00,12085059,4233,1,2855,2012-11-02 00:00:00,10209103,3680,3,2774,2012-11-09 00:00:00,6617229,2395,4,2763,3247.0,2012
Armored,20000000.0,40.0,Sony Pictures,Thriller/Suspense,Armored,Live Action,PG-13,True,88.0,Original Screenplay,2009-12-04 00:00:00,6511128,3400,7,1915,2009-12-11 00:00:00,3504374,1826,9,1919,2009-12-18 00:00:00,1284591,835,12,1538,2009-12-25 00:00:00,321543,1318,24,244,2010-01-01 00:00:00,317062,1299,25,244,1919.0,2009
Around the World in 80 Days,110000000.0,31.0,Walt Disney,Adventure,Around-the-World-in-80-Days-(2004),Live Action,PG,True,120.0,Remake,2004-06-18 00:00:00,7576132,2705,9,2801,2004-06-25 00:00:00,4274941,1526,13,2801,2004-07-02 00:00:00,1015138,799,14,1271,2004-07-09 00:00:00,343070,1079,20,318,2004-07-16 00:00:00,131996,886,34,149,2801.0,2004
Arthur,40000000.0,26.0,Warner Bros.,Comedy,Arthur-(2010),Live Action,PG-13,True,110.0,Remake,2011-04-08 00:00:00,12222756,3731,3,3276,2011-04-15 00:00:00,6755340,2062,6,3276,2011-04-22 00:00:00,4066109,1468,11,2770,2011-04-29 00:00:00,1008363,806,16,1251,2011-05-06 00:00:00,218460,615,28,355,3276.0,2011
Arthur Christmas,85000000.0,92.0,Sony Pictures,Adventure,Arthur-Christmas,Digital Animation,PG,True,100.0,Original Screenplay,2011-11-25 00:00:00,12068931,3575,4,3376,2011-12-02 00:00:00,7401736,2192,4,3376,2011-12-09 00:00:00,6510486,1990,5,3272,2011-12-16 00:00:00,3554286,1213,8,2929,2011-12-23 00:00:00,2073319,1149,13,1804,3376.0,2011
Arthur and the Invisibles,80000000.0,,Weinstein Co.,Adventure,Arthur-et-les-Minimoys,Animation/Live Action,PG,True,,Based on Fiction Book/Short Story,2007-01-12 00:00:00,4294936,1911,9,2247,2007-01-19 00:00:00,3080698,1370,10,2248,2007-01-26 00:00:00,1704515,992,18,1718,2007-02-02 00:00:00,1015026,815,20,1245,2007-02-09 00:00:00,721512,811,22,890,2248.0,2007
